movie_name,year,daily_bo1,theaters_count1,gross_change1,daily_bo2,theaters_count2,gross_change2,daily_bo3,theaters_count3,gross_change3,daily_bo4,theaters_count4,gross_change4,daily_bo5,theaters_count5,gross_change5,daily_bo6,theaters_count6,gross_change6,daily_bo7,theaters_count7,gross_change7,daily_bo8,theaters_count8,gross_change8,daily_bo9,theaters_count9,gross_change9,daily_bo10,theaters_count10,gross_change10,daily_bo11,theaters_count11,gross_change11,daily_bo12,theaters_count12,gross_change12,daily_bo13,theaters_count13,gross_change13,daily_bo14,theaters_count14,gross_change14,daily_bo15,theaters_count15,gross_change15,daily_bo16,theaters_count16,gross_change16,daily_bo17,theaters_count17,gross_change17,daily_bo18,theaters_count18,gross_change18,daily_bo19,theaters_count19,gross_change19,daily_bo20,theaters_count20,gross_change20,daily_bo21,theaters_count21,gross_change21,daily_bo22,theaters_count22,gross_change22,daily_bo23,theaters_count23,gross_change23,daily_bo24,theaters_count24,gross_change24,daily_bo25,theaters_count25,gross_change25,daily_bo26,theaters_count26,gross_change26,daily_bo27,theaters_count27,gross_change27,daily_bo28,theaters_count28,gross_change28,daily_bo29,theaters_count29,gross_change29,daily_bo30,theaters_count30,gross_change30
The Rhythm Section,2020,1151793,3049,0,1157770,3049,0.5,405821,3049,-64.9,268069,3049,-33.9,454739,3049,69.6,251159,3049,-44.8,203640,3049,-18.9,294438,3049,44.6,445383,3049,51.3,274946,3049,-38.3,104851,3049,-61.9,196226,3049,87.1,110061,3049,-43.9,78611,3049,-28.6,7889,94,-90.0,9554,94,21.1,8159,94,-14.6,4401,94,-46.1,3982,94,-9.5,3432,94,-13.8,3047,94,-11.2
My Boyfriend's Meds,2020,417176,350,0,519602,350,24.6,459362,350,-11.6,77028,350,-83.2,146230,350,89.8,61165,350,-58.2,56863,350,-7.0,148140,350,160.5,248761,350,67.9,217953,350,-12.4,41921,350,-80.8,73624,350,75.6,44179,350,-40.0,36401,350,-17.6,60888,280,67.3,108800,280,78.7,93531,280,-14.0,23855,280,-74.5,41267,280,73.0,23977,280,-41.9,15996,280,-33.3,11982,133,-25.1,18851,133,57.3,18645,133,-1.1,3110,133,-83.3,1724,133,-44.6,60,133,-96.5,25,133,-58.3
The Last Full Measure,2020,339602,614,0,421845,614,24.2,296572,614,-29.7,113106,614,-61.9,178974,614,58.2,113156,614,-36.8,102188,614,-9.7,155446,617,52.1,225648,617,45.2,78350,617,-65.3,61516,617,-21.5,103540,617,68.3,67067,617,-35.2,62915,617,-6.2,60642,279,-3.6,81818,279,34.9,72138,279,-11.8,31843,279,-55.9,51566,279,61.9,30888,279,-40.1,27514,279,-10.9,29923,121,8.8,32683,121,9.2,24936,121,-23.7,13929,121,-44.1,18560,121,33.2,10284,121,-44.6,10245,121,-0.4,10622,83,3.7,15732,83,48.1
The Lodge,2020,36562,6,0,25904,6,-29.2,13785,6,-46.8,5837,6,-57.7,6825,6,16.9,6793,6,-0.5,4295,6,-36.8,49879,21,1061.3,44891,21,-10.0,39055,21,-13.0,24222,21,-38.0,13807,21,-43.0,13530,21,-2.0,10897,21,-19.5,220591,322,1924.3,239952,322,8.8,166426,322,-30.6,66075,322,-60.3,89201,322,35.0,64225,322,-28.0,41746,322,-35.0,70798,395,69.6,104073,395,47.0,80136,395,-23.0,34884,395,-56.5,48140,395,38.0,38031,395,-21.0,30424,395,-20.0,15024,96,-50.6,22085,96,47.0
The Assistant,2020,32501,4,0,31401,4,-3.4,15239,4,-51.5,6162,4,-59.6,7465,4,21.1,7273,4,-2.6,4528,4,-37.7,35769,25,690.0,56170,25,57.0,25891,25,-53.9,11513,25,-55.5,15256,25,32.5,14094,25,-7.6,10377,25,-26.4,55777,25,437.5,86821,25,55.7,65577,25,-24.5,39728,25,-39.4,22368,25,-43.7,18436,25,-17.6,18660,25,1.2,64396,25,245.1,95719,25,48.6,56179,25,-41.3,20241,25,-64.0,26700,25,31.9,23173,25,-13.2,21607,25,-6.8,27760,25,28.5,50601,25,82.3
The Tax Collector,2020,115000,129,0
Mafia Inc,2020,83488,85,0,109009,85,30.6,72442,85,-33.5,21624,85,-70.1,45759,85,111.6,26321,85,-42.5,24404,85,-7.3,41865,85,71.5,67330,85,60.8,36732,85,-45.4,11500,85,-68.7,34841,85,203.0,16515,85,-52.6,9834,85,-40.5,25704,65,161.4,44002,65,71.2,28137,65,-36.1,14898,65,-47.1,27867,65,87.1,20599,65,-26.1,15077,65,-26.8,26839,55,78.0,33661,55,25.4,16875,55,-49.9,5755,55,-65.9,15583,55,170.8,7899,55,-49.3,5298,55,-32.9
Sarileru Neekevvaru,2020,821000,300,0
Baaghi 3,2020,154415,265,0,213789,265,38.5,141412,265,-33.9,39718,265,-71.9,70725,265,78.1,29565,265,-58.2,17037,265,-89.0,15546,257,-92.7,19113,257,-73.0,15575,257,-47.3
Patterns of Evidence: The Red Sea Miracle,2020,696191,807,0
Chhapaak,2020,87927,100,0,129580,100,47.4,99274,100,-23.4,25761,100,-74.1,50363,100,95.5,22754,100,-54.8,15335,100,-32.6,28540,100,86.1,37046,100,29.8,39542,100,6.7,17653,100,-55.4,16163,100,-8.4,8146,100,-49.6,7218,100,-11.4,4052,21,-43.9,6378,21,57.4,3664,21,-42.6,899,21,-75.5,2079,21,131.3,786,21,-62.2,1174,21,49.4
Panga,2020,74771,102,0,126529,102,69.2,84389,102,-33.3,15518,102,-81.6,43875,102,182.7,16332,102,-62.8,14382,102,-11.9,35583,102,147.4,63405,102,78.2,26297,102,-58.5,5485,102,-79.1,15976,102,191.3,7033,102,-56.0,5474,102,-22.2,8634,37,57.7,18349,37,112.5,10507,37,-42.7,1548,37,-85.3,4880,37,215.2,2189,37,-55.1,1564,37,-28.6
Seberg,2020,25214,3,0,13947,3,-44.7,8019,3,-42.5,1754,3,-78.1,1300,3,-25.9,1551,3,19.3,1181,3,-23.9,68482,373,5698.6,80386,373,17.4,59856,373,-25.5,26858,373,-55.1,43011,373,60.1,30626,373,-28.8,25737,373,-16.0,7271,213,-71.7,10258,213,41.1,8307,213,-19.0,5200,213,-37.4,5626,213,8.2,5313,213,-5.6,4805,213,-9.6
Blind Eyes Opened,2020,234505,534,0
Doctor Who Live Q&A And Screening,2020,228615,692,0
National Theater Live: Cyrano de Bergerac,2020,198352,472,0
"My Donkey, My Lover & I",2020,12092,52,0,13317,52,10.1,11779,52,-11.5,5612,52,-52.4,6236,52,11.1,5716,52,-8.3,5135,52,-10.2,3939,28,-23.3,7324,28,85.9,5139,28,-29.8,2324,28,-54.8,2695,28,16.0,2273,28,-15.7,2500,28,10.0,1846,10,-26.2,3217,10,74.3,2359,10,-26.7,904,10,-61.7,1130,10,25.0,1646,10,45.7,1215,10,-26.2,1758,7,44.7,2105,7,19.7,2067,7,-1.8,1025,7,-50.4,1266,7,23.5,1207,7,-4.7,1438,7,19.1,2912,9,102.5,3702,9,27.1
Wendy,2020,9754,4,0,11670,4,19.6,4790,4,-59.0,1034,4,-78.4,1114,4,7.7,863,4,-22.5,754,4,-12.6,16343,69,2067.5,17790,69,8.9,12824,69,-27.9,5058,69,-60.6,6614,69,30.8,6080,69,-8.1,3679,69,-39.5,14854,165,303.8,15116,165,1.8,9977,165,-34.0,4720,165,-52.7,355,10,-92.5,85,10,-76.1,44,10,-48.2
Incitement,2020,6458,2,0,10261,2,58.9,5718,2,-44.3,1731,2,-69.7,1369,2,-20.9,1417,2,3.5,1455,2,2.7,7079,9,386.5,13803,9,95.0,7529,9,-45.5,1654,9,-78.0,2074,9,25.4,3089,9,48.9,2097,9,-32.1,4363,21,108.1,9438,21,116.3,6232,21,-34.0,3103,21,-50.2,2472,21,-20.3,2185,21,-11.6,3124,21,43.0,3135,14,0.4,6718,14,114.3,3471,14,-48.3,861,14,-75.2,1294,14,50.3,1072,14,-17.2,881,14,-17.8,3130,16,255.3,5290,16,69.0
The Times of Bill Cunningham,2020,13578,2,0,15331,2,12.9,13036,2,-15.0,4467,2,-65.7,1708,2,-61.8,1940,2,13.6,2438,2,25.7,11283,8,362.8,9396,8,-16.7,5400,8,-42.5,3584,8,-33.6,2350,8,-34.4,2862,8,21.8,2412,8,-15.7,4186,10,73.5,5703,10,36.2,4285,10,-24.9,2051,10,-52.1,1494,10,-27.2,1801,10,20.5,1398,10,-22.4,2053,17,46.9,4938,17,140.5,6033,17,22.2,1254,17,-79.2,3174,17,153.1,1304,17,-58.9,845,17,-35.2,1293,19,53.0,1620,19,25.3
"14 Days, 12 Nights",2020,20793,19,0,27230,19,31.0,23778,19,-12.7,8893,19,-62.6,21570,19,142.6,12516,19,-42.0
The Man Standing Next,2020,3768,2,0,7205,2,91.2,5541,2,-23.1,2488,2,-55.1,4118,2,65.5,2398,2,-41.8,1636,2,-31.8,3264,2,99.5,7811,2,139.3,4898,2,-37.3,1928,2,-60.6,5693,2,195.3,2567,2,-54.9,2439,2,-5.0,14372,22,489.3,24172,22,68.2,18617,22,-23.0
Hope Gap,2020,11741,18,0,11950,18,1.8,7287,18,-39.0,3105,18,-57.4,3460,18,11.4,3718,18,7.5,2427,18,-79.3,19029,132,59.2,22915,132,562.3,14412,132,287.6,4027,132,65.9
First Cow,2020,28030,4,0,36418,4,29.9,16875,4,-53.7,5010,4,-70.3,5943,4,18.6,5360,4,-9.8
Undine,2020,7601,56,0,2922,56,-14.6,3422,56,-32.3,5054,56,27.0,3980,56,30.2,3056,38,-37.5,4889,38,338.9,3490,38,129.0,1524,38,36.8,1804,38,18.4,1110,12,-38.5,1114,38,-8.5,1740,12,56.8,1351,12,-22.4,518,12,-61.7,669,12,29.2,755,12,12.9,822,12,8.9
Spider-Man: No Way Home,2021,121964712,4336,0,73941279,4336,-39.4,64232578,4336,-13.1,37138318,4336,-42.2,31408657,4336,-15.4,27846311,4336,-11.3,29333622,4336,5.3,19655506,4336,-33.0,31609749,4336,60.8,33283250,4336,5.3,24770593,4336,-25.6,21346817,4336,-13.8,20327774,4336,-4.8,20717908,4336,1.9,15407695,4206,-25.6,23112936,4206,50.0,17502959,4206,-24.3,7908732,4206,-54.8,5918802,4206,-25.2,4383219,4206,-25.9,3926778,4206,-10.4,8303811,4012,111.5,14828927,4012,78.6,9485183,4012,-36.0,2426248,4012,-74.4,2787987,4012,14.9,2242906,4012,-19.6,2110817,4012,-5.9,5179723,3925,145.4,8689649,3925,67.8
Shang-Chi and the Legend of the Ten Rings,2021,29502259,4300,0,23190043,4300,-21.4,22696386,4300,-2.1,19284160,4300,-15.0,6619036,4300,-65.7,4614556,4300,-30.3,3908701,4300,-15.3,9628206,4300,146.3,15343106,4300,59.4,9729758,4300,-36.6,2448533,4300,-74.8,3180985,4300,29.9,2466295,4300,-22.5,2581531,4300,4.7,5866342,4070,127.2,9754340,4070,66.3,6050069,4070,-38.0,1539514,4070,-74.6,1961601,4070,27.4,1467643,4070,-25.2,1341020,4070,-8.6,3566776,3952,166.0,5933872,3952,66.4,3530763,3952,-40.5,946189,3952,-73.2,1175926,3952,24.3,961808,3952,-18.2,782384,3952,-18.7,1623236,3455,107.5,2794045,3455,72.1
Venom: Let There Be Carnage,2021,37417184,4225,0,31630397,4225,-15.5,20985629,4225,-33.7,5750338,4225,-72.6,6276769,4225,9.2,4127045,4225,-34.2,3478254,4225,-15.7,9089444,4225,161.3,13235067,4225,45.6,9429112,4225,-28.8,4021309,4225,-57.4,2450863,4225,-39.1,1953171,4225,-20.3,1733088,4225,-11.3,4580261,4013,164.3,7367747,4013,60.9,4553398,4013,-38.2,1276155,4013,-72.0,1312026,4013,2.8,1080090,4013,-17.7,982284,4013,-9.1,2465661,3513,151.0,4161154,3513,68.8,2675093,3513,-35.7,685957,3513,-74.4,746823,3513,8.9,615172,3513,-17.6,612067,3513,-0.5,1618597,3278,164.4,2589995,3278,60.0
Black Widow,2021,39510446,4160,0,23305929,4160,-41.0,17549937,4160,-24.7,7163140,4160,-59.2,7702881,4160,7.5,5502248,4160,-28.6,5027090,4160,-8.6,8055534,4275,60.2,10423700,4275,29.4,7368262,4275,-29.3,3001414,4275,-59.3,3416780,4275,13.8,2837693,4275,-16.9,2341629,4275,-17.5,3472585,4250,48.3,4710893,4250,35.7,3435420,4250,-27.1,1430260,4250,-58.4,1717856,4250,20.1,1377817,4250,-19.8,1289348,4250,-6.4,1985641,3360,54.0,2608861,3360,31.4,1876681,3360,-28.1,853730,3360,-54.5,892760,3360,4.6,791866,3360,-11.3,701383,3360,-11.4,1176348,3100,67.7,1668989,3100,41.9
F9: The Fast Saga,2021,29858750,4179,0,22348525,4179,-25.2,17835890,4179,-20.2,6594365,4179,-63.0,6505755,4179,-1.3,5020220,4179,-22.8,4940455,4179,-1.6,8329815,4203,68.6,9400345,4203,12.9,5278700,4203,-43.8,6092430,4203,15.4,3194050,4203,-47.6,2839780,4203,-11.1,2206645,4203,-22.3,3503260,3649,58.8,4411990,3649,25.9,3521535,3649,-20.2,1390445,3649,-60.5,1492390,3649,7.3,1247430,3649,-16.4,1206180,3649,-3.3,2265250,3368,87.8,3073225,3368,35.7,2335240,3368,-24.0,966780,3368,-58.6,1059280,3368,9.6,940455,3368,-11.2,837640,3368,-10.9,1362595,2850,62.7,1941615,2850,42.5
Eternals,2021,30844219,4090,0,24124504,4090,-21.8,16328496,4090,-32.3,4262085,4090,-73.9,5250371,4090,23.2,4211822,4090,-19.8,6243758,4090,48.2,7839828,4090,25.6,11868839,4090,51.4,7141461,4090,-39.8,1701899,4090,-76.2,2181960,4090,28.2,1614457,4090,-26.0,1378464,4090,-14.6,3035681,4055,120.2,4793785,4055,57.9,3255389,4055,-32.1,1471368,4055,-54.8,1693423,4055,15.1,1923292,3165,13.6,1645144,3165,-14.5,3084350,3165,87.5,3120458,3165,1.2,1721097,3165,-44.8,457013,3165,-73.4,538506,3165,17.8,424188,3165,-21.2,433850,3165,2.3,1096675,3230,152.8,1827988,3230,66.7
Sing 2,2021,8134635,3892,0,7491085,3892,-7.9,5237010,3892,-30.1,8443890,3892,61.2,8645330,3892,2.4,7420415,3892,-14.2,7809760,3892,5.2,7545610,3892,-3.4,7753050,3892,2.7,6402370,3892,-17.4,7781680,3892,21.5,5982470,3892,-23.1,2745410,3892,-54.1,1928335,3892,-29.8,1139690,3892,-40.9,1002245,3892,-12.1,2677560,3713,167.2,5503515,3713,105.5,3416515,3713,-37.9,559580,3713,-83.6,781010,3713,39.6,539550,3713,-30.9,548140,3713,1.6,1810825,3581,230.4,3604430,3581,99.0,2569540,3581,-28.7,2324360,3581,-9.5,564570,3581,-75.7,360920,3581,-36.1,378130,3581,4.8
No Time to Die,2021,23310401,4407,0,18154289,4407,-22.1,13760317,4407,-24.2,6938476,4407,-49.6,5248341,4407,-24.4,4190316,4407,-20.2,3608414,4407,-13.9,7132105,4407,97.7,10298626,4407,44.4,6361387,4407,-38.2,2241471,4407,-64.8,2689652,4407,20.0,2292823,4407,-14.8,1928467,4407,-15.9,3562452,3807,84.7,5166757,3807,45.0,3473159,3807,-32.8,1264170,3807,-63.6,1469567,3807,16.2,1212289,3807,-17.5,1207256,3807,-0.4,2390120,3507,98.0,3388143,3507,41.8,1974931,3507,-41.7,847522,3507,-57.1,1047872,3507,23.6,968727,3507,-7.6,843358,3507,-12.9,1814287,3007,115.1,2635975,3007,45.3
A Quiet Place Part II,2021,19368427,3726,0,4235392,3726,8.2,3870959,3726,-38.1,3915686,3726,-49.6,6250260,3744,19.2,7771894,3744,258.9,5244823,3744,156.4,2317908,3744,-39.3,2045483,3744,17.6,3820863,3515,125.7,4676062,3515,68.1,3515338,3515,-1.6,1740067,3515,-36.4,1693096,3515,-2.7,1531667,3515,-9.5,3571140,3401,28.4,2734478,3401,-23.4,1346869,3401,-50.7,1541870,3515,0.7,2781121,3401,80.4,1407927,3401,4.5,1382922,3401,-1.8,1104731,3401,-20.1,1871829,3124,69.4,2515927,3124,34.4
Ghostbusters: Afterlife,2021,16652383,4315,0,16437835,4315,-1.3,10918188,4315,-33.6,3847490,4315,-64.8,4652233,4315,20.9,5483554,4315,17.9,5322828,4315,-2.9,9727709,4315,82.8,9330728,4315,-4.1,5141950,4315,-44.9,1075218,4315,-79.1,1360003,4315,26.5,951392,4315,-30.0,940083,4315,-1.2,2702823,4059,187.5,4742314,4059,75.5,2913314,4059,-38.6,622375,4059,-78.6,850944,4059,36.7,635521,4059,-25.3,595396,4059,-6.3,1741611,3815,192.5,3402543,3815,95.4,1958019,3815,-42.5,450628,3815,-77.0,585379,3815,29.9,475893,3815,-18.7,331530,3815,-30.3,941777,3282,184.1,1416190,3282,50.4
Free Guy,2021,10445933,4165,0,10357786,4165,-0.8,7561697,4165,-27.0,2925306,4165,-61.3,3521157,4165,20.4,2627862,4165,-25.4,2583234,4165,-1.7,5189104,4165,100.9,7904720,4165,52.3,5410198,4165,-31.6,1850313,4165,-65.8,2163025,4165,16.9,1653324,4165,-23.6,1561521,4165,-5.6,3610093,3940,131.2,5892031,3940,63.2,3660782,3940,-37.9,1113174,3940,-69.6,1292622,3940,16.1,1006174,3940,-22.2,843925,3940,-16.1,2143648,3885,154.0,3366586,3885,57.0,3375232,3885,0.3,2351767,3885,-30.3,638048,3885,-72.9,494722,3885,-22.5,476066,3885,-3.8,1484718,3665,211.9,2643282,3665,78.0
Jungle Cruise,2021,13459236,4310,0,12320282,4310,-8.5,9239213,4310,-25.0,3712469,4310,-59.8,4680100,4310,26.1,3333396,4310,-28.8,2879758,4310,-13.6,4533506,4310,57.4,6669050,4310,47.1,4616034,4310,-30.8,1880159,4310,-59.3,2420313,4310,28.7,1818052,4310,-24.9,1580986,4310,-13.0,2608522,3900,65.0,3981716,3900,52.6,2533569,3900,-36.4,955333,3900,-62.3,1242038,3900,30.0,933226,3900,-24.9,916870,3900,-1.8,1760862,3575,92.1,2784462,3575,58.1,1800911,3575,-35.3,580789,3575,-67.8,731807,3575,26.0,555921,3575,-24.0,561602,3575,1.0,1316213,3370,134.4,2287554,3370,73.8
Encanto,2021,7553221,3980,0,5807558,3980,-23.1,11075133,3980,90.7,9780990,3980,-11.7,6350371,3980,-35.1,1184398,3980,-81.3,1477269,3980,24.7,989632,3980,-33.0,1002069,3980,1.3,3069731,3980,206.3,5816182,3980,89.5,4261705,3980,-26.7,786598,3980,-81.5,1115755,3980,41.8,840976,3980,-24.6,808467,3980,-3.9,2279851,3750,182.0,4514674,3750,98.0,3190574,3750,-29.3,661281,3750,-79.3,931953,3750,40.9,783633,3750,-15.9,734586,3750,-6.3,1675279,3525,128.1,2687831,3525,60.4,2120042,3525,-21.1,1362352,3525,-35.7,1583946,3525,16.3,946509,3175,-40.2,921044,3175,-2.7
Halloween Kills,2021,22830935,3705,0,17324690,3705,-24.1,9249355,3705,-46.6,2720460,3705,-70.6,2742380,3705,0.8,2002520,3705,-27.0,1734505,3705,-13.4,4522670,3727,160.7,6294505,3727,39.2,3633040,3727,-42.3,1039525,3727,-71.4,1129640,3727,8.7,959875,3727,-15.0,949510,3727,-1.1,2496355,3616,162.9,3473200,3616,39.1,2773800,3616,-20.1,471245,3616,-83.0,419845,3616,-10.9,326730,3616,-22.2,270290,3616,-17.3,702165,3098,159.8,1051095,3098,49.7,581200,3098,-44.7,158365,3098,-72.8,146530,3098,-7.5,162280,3098,10.7,210465,3098,29.7,308725,1994,46.7,498020,1994,61.3
Cruella,2021,7707778,3892,0,2098394,3892,7.3,1855826,3892,-44.5,1954770,3892,-56.1,3343041,3922,4.3,4452509,3922,209.4,3206379,3922,141.3,1353895,3922,-35.6,1328527,3922,45.5,2101378,3307,104.9,2649930,3307,76.4,1985163,3307,3.1,913101,3307,-34.7,1025685,3307,12.3,842659,3307,-17.8,1924558,3110,28.1,1398195,3110,-27.3,731857,3110,-47.7,857940,3307,1.8,1502475,3110,75.1,924706,3110,26.4,758942,3110,-17.9,700700,3110,-7.7,1130030,2820,61.3,1535357,2820,35.9
Candyman,2021,9215245,3569,0,7947530,3569,-13.8,4838975,3569,-39.1,1790410,3569,-63.0,1940475,3569,8.4,1470325,3569,-24.2,1310410,3569,-10.9,2889510,3569,120.5,3931160,3569,36.0,3479640,3569,-11.5,2207140,3569,-36.6,830915,3569,-62.4,700730,3569,-15.7,649815,3569,-7.3,1398140,3279,115.2,2179115,3279,55.9,1184300,3279,-45.7,380110,3279,-67.9,469235,3279,23.4,429935,3279,-8.4,425375,3279,-1.1,1035565,2820,143.4,1629680,2820,57.4,858960,2820,-47.3,284125,2820,-66.9,329225,2820,15.9,270025,2820,-18.0,255840,2820,-5.3,748020,2556,192.4,1175705,2556,57.2
The Boss Baby 2: Family Business,2021,7850390,3644,0,5489850,3644,-30.1,2660425,3644,-51.5,3651885,3644,37.3,2420295,3644,-33.7,2009285,3644,-17.0,1964380,3644,-2.2,2911745,3688,48.2,3368855,3688,15.7,2595635,3688,-23.0,1190240,3688,-54.1,1532195,3688,28.7,1186920,3688,-22.5,1089575,3688,-8.2,1516610,3449,39.2,1896480,3449,25.0,1316995,3449,-30.6,636765,3449,-51.7,856700,3449,34.5,708440,3449,-17.3,578970,3449,-18.3,835515,2773,44.3,1142455,2773,36.7,880910,2773,-22.9,394770,2773,-55.2,558130,2773,41.4,458640,2773,-17.8,464185,2773,1.2,408115,1865,-12.1,524790,1865,28.6
The Addams Family 2,2021,5627051,4207,0,7073718,4207,25.7,4624238,4207,-34.6,924107,4207,-80.0,1204046,4207,30.3,836892,4207,-30.5,831799,4207,-0.6,2780171,4207,234.2,4272205,4207,53.7,3062605,4207,-28.3,1728753,4207,-43.6,820949,4207,-52.5,620064,4207,-24.5,671665,4207,8.3,1900378,3607,182.9,3229825,3607,70.0,1934328,3607,-40.1,490087,3607,-74.7,506764,3607,3.4,412987,3607,-18.5,426345,3607,3.2,1136281,2907,166.5,2005657,2907,76.5,1353798,2907,-32.5,264263,2907,-80.5,312194,2907,18.1,260088,2907,-16.7,270261,2907,3.9,848548,2757,214.0,1473409,2757,73.6
The Suicide Squad,2021,12100000,4002,0,8210000,4002,-32.1,5940000,4002,-27.6
House of Gucci,2021,4204526,3441,0,3385978,3441,-19.5,5732694,3477,69.3,5293774,3477,-7.7,3397326,3477,-35.8,1139241,3471,-66.5,1487659,3471,30.6,1142649,3471,-23.2,1083972,3471,-5.1,2181240,3471,101.2,2863712,3471,31.3,1957091,3471,-31.7,712216,3471,-63.6,949306,3471,33.3,748953,3477,-21.1,691035,3477,-7.7,1268934,3407,83.6,1692647,3407,33.4,1150447,3407,-32.0,474674,3407,-58.7,585761,3407,23.4,496190,3407,-15.3,391840,3407,-21.0,578294,1907,47.6,771736,1907,33.5,635572,1907,-17.6,367054,1907,-42.2,387841,1907,5.7,223497,907,-42.4,244007,907,9.2
Clifford the Big Red Dog,2021,2300172,3407,0,3280603,3407,42.6,4315807,3700,31.6,7536674,3700,74.6,4775010,3700,-36.6,780038,3700,-83.7,1060451,3700,35.9,715084,3700,-32.6,648996,3700,-9.2,2028952,3628,212.6,3687664,3628,81.8,2405161,3628,-34.8,1131034,3628,-53.0,1317655,3628,16.5,1300684,3331,-1.3,725234,3331,-44.2,1945251,3292,168.2,1878507,3292,-3.4,1183873,3292,-37.0,243726,3292,-79.4,260053,3292,6.7,202214,3292,-22.2,205546,3292,1.6,427273,3261,107.9,856058,3261,100.4,600006,3261,-29.9,127508,3261,-78.7,176751,3261,38.6,137735,3261,-22.1,130091,3261,-5.5
Old,2021,6897470,3355,0,5616385,3355,-18.6,4340880,3355,-22.7,1859135,3355,-57.2,2109705,3355,13.5,1620150,3355,-23.2,1409530,3355,-13.0,2121805,3379,50.5,2668075,3379,25.7,2072545,3379,-22.3,967755,3379,-53.3,1050495,3379,8.5,889470,3379,-15.3,759745,3379,-14.6,1209145,3138,59.2,1692735,3138,40.0,1213725,3138,-28.3,549180,3138,-54.8,619725,3138,12.8,509595,3138,-17.8,380390,3138,-25.4,709660,2631,86.6,1006475,2631,41.8,652085,2631,-35.2,278795,2631,-57.2,318140,2631,14.1,279920,2631,-12.0,239935,2631,-14.3,334060,1547,39.2,497905,1547,49.0
The Forever Purge,2021,5770300,3051,0,4190355,3051,-27.4,2590565,3051,-38.2,3211385,3051,24.0,1885360,3051,-41.3,1651335,3051,-12.4,1435615,3051,-13.1,2331710,3058,62.4,2579555,3058,10.6,2233220,3058,-13.4,1058900,3058,-52.6,1067810,3058,0.8,920780,3058,-13.8,823820,3058,-10.5,1289555,2735,56.5,1587020,2735,23.1,1239255,2735,-21.9,559665,2735,-54.8,593100,2735,6.0,568395,2735,-4.2,419010,2735,-26.3,748335,2113,78.6,934300,2113,24.9,697140,2113,-25.4,329075,2113,-52.8,318280,2113,-3.3,300030,2113,-5.7,245445,2113,-18.2,350955,1166,43.0,460610,1166,31.2
Peter Rabbit 2: The Runaway,2021,3987943,3346,0,935426,3346,-23.4,1221582,3346,30.6,965537,3346,-21.0,1001672,3346,3.7,1896681,3346,89.4,2325335,3346,22.6,1859748,3346,-20.0,833787,3346,-55.2,1221804,3346,46.5,828981,3346,-32.2,813479,3346,-1.9,1474777,3331,81.3,1948600,3331,32.1,1348853,3331,-30.8,778593,3331,-42.3,1005885,3331,29.2,860916,3331,-14.4,743760,3331,-13.6,893581,2954,20.1,841302,2954,-5.9,455027,2954,-45.9,648529,2954,42.5,510287,2954,-21.3,460935,2954,-9.7,473861,2954,2.8,422397,1958,-10.9,455448,1958,7.8
PAW Patrol: The Movie,2021,4523426,3184,0,4936895,3184,9.1,3688019,3184,-25.3,1195672,3184,-67.6,1320741,3184,10.5,915582,3184,-30.7,875945,3184,-4.3,1732783,3189,97.8,2873943,3189,65.9,2049615,3189,-28.7,573297,3189,-72.0,662843,3189,15.6,517599,3189,-21.9,458301,3189,-11.5,975226,3004,112.8,1538507,3004,57.8,1491081,3004,-3.1,1340943,3004,-10.1,306165,3004,-77.2,224994,3004,-26.5,202870,3004,-9.8,491072,2820,142.1,1044695,2820,112.7,764290,2820,-26.8,136521,2820,-82.1,180011,2820,31.9,165213,2820,-8.2,207248,2820,25.4,374668,2269,80.8,809110,2269,116.0
West Side Story,2021,4133219,2820,0,3759798,2820,-9.0,2681601,2820,-28.7,1015089,2820,-62.1,1303008,2820,28.4,968259,2820,-25.7,705047,2820,-27.2,1078302,2820,52.9,1414522,2820,31.2,1164373,2820,-17.7,711516,2820,-38.9,797756,2820,12.1,671333,2820,-15.8,723710,2820,7.8,528000,2810,-27.0,1222056,2810,131.4,1097233,2810,-10.2,903363,2810,-17.7,869143,2810,-3.8,866495,2810,-0.3,856786,2810,-1.1,698639,2690,-18.5,835217,2690,19.5,631971,2690,-24.3,324832,2690,-48.6,309906,2690,-4.6,249645,2690,-19.4,223226,2690,-10.6,380116,2290,70.3,620594,2290,63.3
Hitman's Wife's Bodyguard,2021,3932389,2940,0,1416951,2940,-64.0,3071197,3331,116.7,4220290,3331,37.4,4106333,3331,-2.7,1169749,3331,-71.5,1333841,3331,14.0,1001368,3331,-24.9,746568,3331,-25.4,1370635,3361,83.6,2009710,3361,46.6,1470884,3361,-26.8,640586,3361,-56.4,691172,3361,7.9,587554,3361,-15.0,608940,3361,3.6,971380,3361,59.5,1241003,3361,27.8,789772,3361,-36.4,866364,3361,9.7,465423,2582,-46.3,411997,2582,-11.5,285741,2582,-30.6,473403,1904,65.7,665388,1904,40.6,492136,1904,-26.0,209777,1904,-57.4,248900,1904,18.6,214909,1904,-13.7,183771,1904,-14.5
