movie_name,year,daily_bo1,theaters_count1,gross_change1,daily_bo2,theaters_count2,gross_change2,daily_bo3,theaters_count3,gross_change3,daily_bo4,theaters_count4,gross_change4,daily_bo5,theaters_count5,gross_change5,daily_bo6,theaters_count6,gross_change6,daily_bo7,theaters_count7,gross_change7,daily_bo8,theaters_count8,gross_change8,daily_bo9,theaters_count9,gross_change9,daily_bo10,theaters_count10,gross_change10,daily_bo11,theaters_count11,gross_change11,daily_bo12,theaters_count12,gross_change12,daily_bo13,theaters_count13,gross_change13,daily_bo14,theaters_count14,gross_change14,daily_bo15,theaters_count15,gross_change15,daily_bo16,theaters_count16,gross_change16,daily_bo17,theaters_count17,gross_change17,daily_bo18,theaters_count18,gross_change18,daily_bo19,theaters_count19,gross_change19,daily_bo20,theaters_count20,gross_change20,daily_bo21,theaters_count21,gross_change21,daily_bo22,theaters_count22,gross_change22,daily_bo23,theaters_count23,gross_change23,daily_bo24,theaters_count24,gross_change24,daily_bo25,theaters_count25,gross_change25,daily_bo26,theaters_count26,gross_change26,daily_bo27,theaters_count27,gross_change27,daily_bo28,theaters_count28,gross_change28,daily_bo29,theaters_count29,gross_change29,daily_bo30,theaters_count30,gross_change30
Tolkien,2019,827108,1495,0,720980,1495,-12.8,652449,1495,-9.5,201017,1495,-69.2,298811,1495,48.6,188274,1495,-37.0,148100,1495,-21.3,212161,1501,43.3,307936,1501,45.1,211348,1501,-31.4,112108,1501,-47.0,129216,1501,15.3,102597,1501,-20.6,80545,1501,-21.5,37214,189,-53.8,54395,189,46.2,47958,189,-11.8,47362,189,-1.2,23372,189,-50.7,17395,189,-25.6,13433,189,-22.8,12547,94,-6.6,18148,94,44.6,12485,94,-31.2,6197,94,-50.4,8671,94,39.9,8066,94,-7.0,7477,94,-7.3,4670,42,-37.5,6966,42,49.2
The Last Black Man in San Francisco,2019,88621,7,0,78957,7,-10.9,67694,7,-14.3,29939,7,-55.8,30881,7,3.1,38126,7,23.5,17948,7,-52.9,115120,36,541.4,141623,36,23.0,124178,36,-12.3,44721,36,-64.0,53265,36,19.1,55247,36,3.7,42668,36,-22.8,121470,72,184.7,163048,72,34.2,125926,72,-22.8,56193,72,-55.4,62767,72,11.7,48916,72,-22.1,43464,72,-11.1,120925,155,178.2,190490,155,57.5,135579,155,-28.8,65134,155,-52.0,63550,188,-2.4,78120,188,22.9,114545,188,46.6,144460,188,26.1,178329,188,23.4
Brian Banks,2019,760933,1240,0,801802,1240,5.4,593537,1240,-26.0,204276,1240,-65.6,354760,1240,73.7,186523,1240,-47.4,139034,1240,-25.5,194552,980,39.9,302383,980,55.4,211567,980,-30.0,75634,980,-64.3,118399,980,56.5,56801,980,-52.0,41614,980,-26.7,34413,220,-17.3,58311,220,69.4,38855,220,-33.4,13788,220,-64.5,21997,220,59.5,12250,220,-44.3,11735,220,-4.2,9684,84,-17.5,15242,84,57.4,14815,84,-2.8,14335,84,-3.2,4625,84,-67.7,3936,84,-14.9,4591,84,16.6,2922,20,-36.4,4508,20,54.3
The Biggest Little Farm,2019,56354,5,0,25519,5,-54.7,28619,5,12.1,5750,5,-79.9,5527,5,-3.9,4443,5,-19.6,10496,5,136.2,105364,45,903.8,97669,45,-7.3,73413,45,-24.8,31751,45,-56.8,29211,45,-8.0,28627,45,-2.0,27195,45,-5.0,155632,181,472.3,176465,181,13.4,192826,181,9.3,154889,181,-19.7,66602,181,-57.0,63589,181,-4.5,64222,181,1.0,126754,275,97.4,172385,275,36.0,136184,275,-21.0,53112,275,-61.0,72763,275,37.0,70580,275,-3.0,68463,275,-3.0,125215,285,82.9,143997,285,15.0
Linda Ronstadt: The Sound of My Voice,2019,33430,7,0,44813,7,34.1,34992,7,-21.9,11160,7,-68.1,10930,7,-2.1,12195,7,11.6,7723,7,-36.7,198203,220,2466.4,288198,220,45.4,199969,220,-30.6,85907,220,-57.0,104788,220,22.0,97979,220,-6.5,83653,220,-14.6,118596,218,41.8,174460,218,47.1,134013,218,-23.2,54508,218,-59.3,62493,218,14.6,61182,218,-2.1,61212,218,0.1,106089,247,73.3,166934,247,57.4,112461,247,-32.6,53640,247,-52.3,63882,247,19.1,63676,247,-0.3,60381,247,-5.2,79512,204,31.7,119901,204,50.8
Uri: The Surgical Strike,2019,136218,101,0,256603,101,88.4,238325,101,-7.1,72110,102,-69.7,113167,102,56.9,77338,102,-31.7,64217,102,-17.0,199343,117,210.4,323037,117,62.1,318767,117,-1.3,160878,117,-49.5,101255,117,-37.1,59018,117,-41.7,49185,117,-16.7,131067,132,166.5,289356,132,120.8,209954,132,-27.4,36440,132,-82.6,72203,132,98.1,30751,132,-57.4,30437,132,-1.0,92757,114,204.8,197310,114,112.7,102187,114,-48.2,24196,114,-76.3,47719,114,97.2,24323,114,-49.0,18741,114,-22.9,58434,87,211.8,118547,87,102.9
Ne Zha,2019,149055,55,0
Mission Mangal,2019,157394,263,0,349450,263,122.0,581874,263,66.5,433681,263,-25.5,103332,263,-76.2,260097,263,151.7,100309,263,-61.4,72074,263,-28.1,167556,263,132.5,279901,263,67.0,207599,263,-25.8,37974,263,-81.7,118580,263,212.3,41218,263,-65.2,29964,263,-27.3,84425,151,181.8,145503,151,72.3,145215,151,-0.2,84915,151,-41.5,34627,151,-59.2,14756,151,-57.4,8904,151,-39.7,25103,94,181.9,53236,94,112.1,32819,94,-38.4,5981,94,-81.8,16160,94,170.2,5431,94,-66.4,4696,94,-13.5,9912,43,111.1
The Beach Bum,2019,690101,1100,0,634893,1100,-8.0,438076,1100,-31.0,187659,1100,-57.2,255216,1100,36.0,183756,1100,-28.0,128629,1100,-30.0,155865,1055,21.2,194831,1055,25.0,136382,1055,-30.0,65783,1055,-51.8,91438,1055,39.0,65836,1055,-28.0,51352,1055,-22.0,18406,100,-64.2,24296,100,32.0,17600,100,-27.6,9680,100,-45.0,13455,100,39.0,9688,100,-28.0,7556,100,-22.0,10022,36,32.6,16336,36,63.0,8017,36,-50.9,5008,36,-37.5,6961,36,39.0,5012,36,-28.0,3909,36,-22.0,8233,15,110.6,10703,15,30.0
Echo in the Canyon,2019,36338,2,0,35462,2,-2.4,45851,2,29.3,23431,2,-48.9,5424,2,-76.9,4855,2,-10.5,3441,2,-29.1,27140,14,688.7,39269,14,44.7,30396,14,-22.6,9375,14,-69.2,12020,14,28.2,12770,14,6.2,9972,14,-21.9,58713,43,488.8,84723,43,44.3,58899,43,-30.5,24796,43,-57.9,28096,43,13.3,26674,43,-5.1,20643,43,-22.6,50795,68,146.1,78446,68,54.4,77583,68,-1.1,25488,68,-67.1,30062,68,17.9,28287,68,-5.9,28275,68,0.1,61064,81,116.0,95151,81,55.8
Honey Boy,2019,105920,4,0,103382,4,-2.4,91763,4,-11.2,24046,4,-73.8,16088,4,-33.1,18876,4,17.3,14022,4,-25.7,79278,17,465.4,70994,17,-10.4,53000,17,-25.3,20514,44,-61.3,23714,44,15.6,26509,44,11.8,22291,44,-15.9,83092,44,272.8,92893,44,11.8,76337,44,-17.8,34046,44,-55.4,32935,44,-3.3,83196,157,152.6,52852,157,-36.5,135434,186,156.3,140446,186,3.7,92176,186,-34.4,43382,186,-52.9,55170,186,27.2,51035,186,-7.5,43636,186,-14.5,147339,460,237.7,165093,460,12.0
Saaho,2019,918109,323,0,552062,381,-39.9,498917,381,-9.6,401123,381,-19.6,255258,381,-36.4,146015,381,-42.8,65363,381,-55.2,35210,381,-46.1
Kalank,2019,267772,320,0,242413,320,-9.5,461089,320,90.2,449385,320,-2.5,366107,320,-18.5,109436,320,-70.1,187336,320,71.2,83004,320,-55.7,37343,320,-55.0,78814,283,111.1,116747,283,48.1,83141,283,-28.8,26643,283,-68.0,53928,283,102.4,30442,283,-43.6,21484,283,-29.4,23346,85,8.7,37886,85,62.3,22985,85,-39.3,6318,85,-72.5,12895,85,104.1,6827,85,-47.1,3995,85,-41.5
Tod@s caen,2019,334345,371,0,352554,371,5.4,411502,371,16.7,273295,371,-33.6,125351,371,-54.1,60948,371,-51.4,43046,371,-29.4,104540,371,142.9,185861,371,77.8,181546,371,-2.3,35922,371,-80.2,67358,371,87.5,37319,371,-44.6,24916,371,-33.2,47044,211,88.8,71295,211,51.5,72822,211,2.1,17543,211,-75.9,33377,211,90.3,18403,211,-44.9,12025,211,-34.7,17333,68,44.1,28494,68,64.4,27986,68,-1.8,6822,68,-75.6,12188,68,78.7,6188,68,-49.2,5611,68,-9.3,9310,60,65.9,14502,60,55.8
The Art of Self-Defense,2019,46902,7,0,37836,7,-19.3,29636,7,-21.7,11912,7,-59.8,11792,7,-1.0,12705,7,7.7,8506,7,-33.0,369954,550,4249.3,406482,550,9.9,304171,550,-25.2,130568,550,-57.1,176919,550,35.5,119467,550,-32.5,77369,550,-35.2,90242,541,16.6,130286,541,44.4,107824,541,-17.2,59450,541,-44.9,69128,541,16.3,64769,541,-6.3,46277,541,-28.6,16385,110,-64.6,21007,110,28.2,19213,110,-8.5,11587,110,-39.7,11486,110,-0.9,10962,110,-4.6,8079,110,-26.3
Arctic,2019,16952,4,0,24267,4,43.2,9659,4,-60.2,3998,4,-58.6,3780,4,-5.5,4470,4,18.3,3782,4,-15.4,26413,15,598.4,38174,15,44.5,25335,15,-33.6,7423,15,-70.7,6983,15,-5.9,6023,15,-13.7,11325,15,88.0,61771,15,445.4,99797,15,61.6,80288,15,-19.5,49529,15,-38.3,26550,15,-46.4,22159,15,-16.5,25127,15,13.4,152303,257,506.1,221208,257,45.2,125149,257,-43.4,46667,257,-62.7,69804,257,49.6,50122,257,-28.2,48451,257,-3.3,98540,268,103.4,163027,268,65.4
Super 30,2019,237064,317,0,362038,317,52.7,272154,317,-24.8,82685,317,-69.6,191210,317,131.3,90189,317,-52.8,54361,317,-39.7,114924,189,111.4,187695,189,63.3,139235,189,-25.8,34143,189,-75.5,86982,189,154.8,41870,189,-51.9,28058,189,-33.0,47787,128,70.3,81541,128,70.6,58754,128,-27.9,12756,128,-78.3,37896,128,197.1,15483,128,-59.1,9690,128,-37.4,20254,77,109.0,35224,77,73.9,27885,77,-20.8
3 from Hell,2019,808556,667,0,520056,667,-35.7,480614,667,-7.6
Total Dhamaal,2019,235497,202,0,418510,202,77.7,335380,202,-19.9,69118,202,-79.4,133890,202,93.7,56274,202,-58.0,48257,202,-14.2,97654,209,102.4,208138,209,113.1,134191,209,-35.5,26452,209,-80.3,58749,209,122.1,25414,209,-56.7,17028,209,-33.0,33620,118,97.4,71669,118,113.2,50891,118,-29.0,13416,118,-73.6,32665,118,143.5,14845,118,-54.6,10716,118,-27.8,14237,54,32.9,27799,54,95.3,17097,54,-38.5,3482,54,-79.6,7357,54,111.3,3057,54,-58.4,2229,54,-27.1
Housefull 4,2019,271707,315,0,396448,315,45.9,236653,315,-40.3,107660,315,-54.5,166046,315,54.2,74183,315,-55.3,45483,315,-38.7,108287,315,138.1,180787,315,67.0,141658,315,-21.6,35341,315,-75.1,70053,315,98.2,30338,315,-56.7,22926,315,-24.4,29585,85,29.0,52396,85,77.1,44732,85,-14.6,20570,85,-54.0,14791,85,-28.1,9020,85,-39.0,7790,85,-13.6,6971,25,-10.5,14697,25,110.8,10272,25,-30.1,2988,25,-70.9,3947,25,32.1,2130,25,-46.0,1701,25,-20.1
Luce,2019,48986,5,0,47430,5,-3.2,36571,5,-22.9,8848,5,-75.8,11183,5,26.4,11861,5,6.1,8529,5,-28.1,44032,24,416.3,55825,24,26.8,34311,24,-38.5,12655,24,-63.1,18440,24,45.7,16028,24,-13.1,11738,24,-26.8,46973,58,300.2,68819,58,46.5,48868,58,-29.0,18618,58,-61.9,21969,58,18.0,20431,58,-7.0,18567,58,-9.1,75358,160,305.9,105483,160,40.0,71639,160,-32.1,27939,160,-61.0,38836,160,39.0,32233,160,-17.0,27721,160,-14.0,75067,235,170.8,113351,235,51.0
Chhichhore,2019,152537,195,0,262062,195,71.8,199736,195,-23.8,50395,195,-74.8,121586,195,141.3,62689,195,-48.4,49570,195,-20.9,117985,195,138.0,188371,195,59.7,142884,195,-24.1,31173,195,-78.2,72425,195,132.3,34490,195,-52.4,23789,195,-31.0,51490,98,116.4,89685,98,74.2,63216,98,-29.5,13803,98,-78.2,31013,98,124.7,15487,98,-50.1,13616,98,-12.1,39198,78,187.9,60385,78,54.1,36912,78,-38.9,7813,78,-78.8,15766,78,101.8,5178,78,-67.2,3880,78,-25.1,8673,33,123.5,15133,33,74.5
Badla,2019,156494,94,0,258618,94,65.3,181336,50,-29.9,51770,94,-71.5,99908,94,93.0,55616,94,-44.3,44656,94,-19.7,125641,115,181.4,201584,115,60.4,138117,115,-31.5,30796,115,-77.7,72046,115,133.9,36452,115,-49.4,22043,115,-39.5,65202,97,195.8,98538,97,51.1,66395,97,-32.6,15766,97,-76.3,36222,97,129.7,17375,97,-52.0,10689,97,-38.5,20894,58,95.5,33842,58,62.0,21000,58,-37.9
The Other Side of Heaven 2: Fire of Faith,2019,241078,205,0,169339,205,-29.8,43840,205,-74.1,108513,205,147.5,88083,205,-18.8,47377,205,-46.2,90220,205,90.4,82229,179,-8.9,75603,179,-8.1,20141,179,-73.4,40439,179,100.8,60723,179,50.2,30478,179,-49.8,30147,179,-1.1,42271,97,40.2,48039,97,13.6,10312,97,-78.5,28114,97,172.6,47613,97,69.4,19021,97,-60.1,14874,97,-21.8,15406,45,3.6,20311,45,31.8,2714,45,-86.6,13877,45,411.3,19666,45,41.7,22924,45,16.6,9846,45,-57.0,16486,33,67.4,18825,33,14.2
A Hidden Life,2019,16047,5,0,20580,5,28.2,13756,5,-33.2,6139,5,-55.4,5125,5,-16.5,5449,5,6.3,5047,5,-7.4,76308,106,1411.9,93820,106,22.9,76717,106,-18.2,47153,106,-38.5,40600,106,-13.9,75610,118,86.2,65714,118,-13.1,67122,118,2.1,80463,118,19.9,68594,118,-14.8,52067,118,-24.1,61239,118,17.6,87256,118,42.5,48023,118,-45.0,78063,151,62.6,112058,151,43.5,71379,151,-36.3,29614,151,-58.5,38350,151,29.5,33565,151,-12.5,31559,151,-6.0,24472,119,-22.5,41713,119,70.5
Waves,2019,47706,4,0,56974,4,19.4,29653,4,-48.0,6858,4,-76.9,9356,4,36.4,9903,4,5.8,6781,4,-31.5,65603,21,867.5,56657,21,-13.6,43676,21,-22.9,21337,21,-51.1,16706,21,-21.7,34560,47,106.9,17875,47,-48.3,48550,47,171.6,49970,47,2.9,41950,47,-16.0,12059,47,-71.3,16798,47,39.3,15619,47,-7.0,15859,47,1.5,129557,570,716.9,158514,570,22.4,132138,570,-16.6,53438,570,-59.6,79029,570,47.9,59343,570,-24.9,51176,570,-13.8,32226,281,-37.0,43228,281,34.1
Wild Rose,2019,24462,4,0,20338,4,-16.9,8138,4,-60.0,3354,4,-58.8,4510,4,34.5,3771,4,-16.4,2981,4,-20.9,14855,16,398.3,27758,16,86.9,16980,16,-38.8,6660,16,-60.8,6447,16,-3.2,8961,16,39.0,18819,16,110.0,65443,63,247.7,90884,63,38.9,53057,63,-41.6,19002,63,-64.2,23100,63,21.6,19789,63,-14.3,18602,63,-6.0,81201,161,336.5,129345,161,59.3,85600,161,-33.8,32900,161,-61.6,45987,161,39.8,40003,161,-13.0,37980,161,-5.1,65090,195,71.4,117162,195,80.0
The Aftermath,2019,17029,5,0,23467,5,37.8,15923,5,-32.1,5771,5,-63.8,6340,5,9.9,5938,5,-6.3,5786,5,-2.6,32632,26,464.0,54670,26,67.5,33426,26,-38.9,9995,26,-70.1,13728,26,37.3,12139,26,-11.6,9909,26,-18.4,96172,161,870.6,137513,161,43.0,93129,161,-32.3,32515,161,-65.1,50635,161,55.7,38177,161,-24.6,33679,161,-11.8,111174,344,230.1,153858,344,38.4,95074,344,-38.2,38588,344,-59.4,57563,344,49.2,44276,344,-23.1,41291,344,-6.7,44617,234,8.1,73976,234,65.8
Western Stars,2019,190121,345,0,215128,345,13.2,155033,345,-27.9,60011,345,-61.3,80104,345,33.5,59691,345,-25.5,50257,345,-15.8,42706,553,-15.0,74133,553,73.6,50526,553,-31.8,19136,553,-62.1,27683,553,44.7,21316,553,-23.0,17067,553,-19.9,8508,211,-50.1,16236,211,90.8,13685,211,-15.7,6533,211,-52.3,4902,211,-25.0,5009,211,2.2,3912,211,-21.9,2038,144,-47.9,4351,144,113.5,4124,144,-5.2,1344,144,-67.4,1291,144,-3.9,1616,144,25.2,1493,144,-7.6,208,12,-86.1,65,12,-68.8
Extreme Job,2019
The Kid,2019,166931,268,0,204656,268,22.6,142699,268,-30.3,59305,268,-58.4,92997,268,56.8,62543,268,-32.7,54295,268,-13.2,85465,268,57.4,111162,268,30.1,72638,268,-34.7,36243,268,-50.1,54272,268,49.7,40679,268,-25.0,30292,268,-25.5,36380,167,20.1,50835,167,39.7,38279,167,-24.7,16493,167,-56.9,20632,167,25.1,16338,167,-20.8,13581,167,-16.9,13234,77,-2.6,19033,77,43.8,12561,77,-34.0,5835,77,-53.5,6146,77,5.3,6005,77,-2.3,4440,77,-26.1,3243,22,-27.0,4953,22,52.7
Bad Boys for Life,2020,23601382,3775,0,21716950,3775,-8.0,17185773,3775,-20.9,10529839,3775,-38.7,6425896,3775,-39.0,3673413,3775,-42.8,3510912,3775,-4.4,8987723,3775,156.0,15453880,3775,71.9,9570111,3775,-38.1,2227287,3775,-76.7,3546220,3775,59.2,1978354,3775,-44.2,1968791,3775,-0.5,5185357,3705,163.4,9674093,3705,86.6,2823509,3705,-70.8,1507928,3705,-46.6,2284757,3705,51.5,1330990,3705,-41.7,1139042,3705,-14.4,3020395,3530,165.2,5548803,3530,83.7,3442157,3530,-38.0,808528,3530,-76.5,1263733,3530,56.3,775133,3530,-38.7,841350,3530,8.5,4091879,3185,386.3,4372554,3185,6.9
Sonic the Hedgehog,2020,20924364,4167,0,20552625,4167,-1.8,16541359,4167,-19.5,11983726,4167,-27.6,5082338,4167,-57.6,2665678,4167,-47.6,2551581,4167,-4.3,6359113,4198,149.2,11961933,4198,88.1,7871248,4198,-34.2,1214470,4198,-84.6,2211971,4198,82.1,1211594,4198,-45.2,1161652,4198,-4.1,3504112,4177,201.6,7670352,4177,118.9,5138155,4177,-33.0,898273,4177,-82.5,1612073,4177,79.5,892694,4177,-44.6,808841,4177,-9.4,1795571,3717,122.0,3657082,3717,103.7,2251414,3717,-38.4,617842,3717,-72.6,972388,3717,57.4,597955,3717,-38.5,520924,3717,-12.9,737576,3041,41.6,1117609,3041,51.5
Birds of Prey,2020,12964681,4236,0,12193732,4236,-5.9,7851604,4236,-35.6,2160176,4236,-72.5,3381368,4236,56.5,1826055,4236,-46.0,1780686,4236,-2.5,6277910,4236,252.6,6253413,4236,-0.4,4641363,4236,-25.8,2528183,4236,-45.5,1667914,4236,-34.0,1006198,4236,-39.7,990732,4236,-1.5,1910181,3565,92.8,2977704,3565,55.9,1914118,3565,-35.7,535897,3565,-72.0,850143,3565,58.6,538119,3565,-36.7,497562,3565,-7.5,1084443,3124,118.0,1830706,3124,68.8,1189134,3124,-35.0,340027,3124,-71.4,540174,3124,58.9,345385,3124,-36.1,322974,3124,-6.5,579441,2173,79.4,964612,2173,66.5
Dolittle,2020,6210110,4155,0,8841885,4155,42.4,6792050,4155,-23.2,6457885,4155,-4.9,2027695,4155,-68.6,960065,4155,-52.7,895040,4155,-6.8,2743920,4155,206.6,5831305,4155,112.5,3623610,4155,-37.9,687115,4155,-81.0,1182715,4155,72.1,628400,4155,-46.9,637025,4155,1.4,1966380,3750,208.7,4102710,3750,108.6,1524775,3750,-62.8,429940,3750,-71.8,824210,3750,91.7,467975,3750,-43.2,465175,3750,-0.6,1468385,3462,215.7,3157560,3462,115.0,1908635,3462,-39.6,364165,3462,-80.9,584225,3462,60.4,309010,3462,-47.1,359550,3462,16.4,1630265,2869,353.4,1863490,2869,14.3
The Invisible Man,2020,9979880,3610,0,11195770,3610,12.2,7030015,3610,-37.2,2076325,3610,-70.5,3456185,3610,66.5,1997250,3610,-42.2,1808145,3610,-9.5,4320360,3610,138.9,6761240,3610,56.5,4050740,3610,-40.1,1350105,3610,-66.7,2073340,3610,53.6,1269095,3610,-38.8,1051235,3610,-17.2,1834115,3636,74.5,2531500,3636,38.0,1525190,3636,-39.8,410320,3636,-73.1,138605,3636,-66.2,32835,3636,-76.3,21800,3636,-33.6
The Call of the Wild,2020,8049028,3752,0,10126296,3752,25.8,6616300,3752,-34.7,1707315,3752,-74.2,3224918,3752,88.9,1602471,3752,-50.3,1477710,3752,-7.8,3427997,3865,132.0,6102957,3865,78.0,3831869,3865,-37.2,875177,3865,-77.2,1708113,3865,95.2,886882,3865,-48.1,846705,3865,-4.5,1851154,3914,118.6,3148405,3914,70.1,1762846,3914,-44.0,560665,3914,-68.2,972365,3914,73.4,590399,3914,-39.3,496339,3914,-15.9,685637,3201,38.1,993881,3201,45.0,547202,3201,-44.9,148918,3201,-72.8,68899,3201,-53.7,17263,3201,-74.9,14657,3201,-15.1
Onward,2020,12096726,4310,0,16514193,4310,36.5,10508942,4310,-36.4,2509515,4310,-76.1,4053912,4310,61.5,2202553,4310,-45.7,1872846,4310,-84.5,3238878,4310,-80.4,4675724,4310,15.3,2687350,4310,22.0,753347,4310,-59.8
Fantasy Island,2020,5410273,2784,0,4104353,2784,-24.1,2795794,2784,-31.9,1444098,2784,-48.3,1056405,2784,-26.8,613013,2784,-42.0,563134,2784,-8.1,1262331,2784,124.2,1896170,2784,50.2,1111978,2784,-41.4,326649,2784,-70.6,540515,2784,65.5,330692,2784,-38.8,274248,2784,-17.1,647383,2784,136.1,1067860,2784,65.0,611135,2784,-42.8,190365,2784,-68.9,304150,2784,59.8,200294,2784,-34.1,180057,2784,-10.1,252114,1362,40.0,404731,1362,60.5,213855,1362,-47.2,92327,1362,-56.8,133196,1362,44.3,97945,1362,-26.5,56114,1362,-42.7,65460,515,16.7,98149,515,49.9
Like a Boss,2020,3900185,3078,0,3780873,3078,-3.1,2330214,3078,-38.4,615580,3078,-73.6,1250186,3078,103.1,656521,3078,-47.5,550029,3078,-16.2,1210069,3081,120.0,1594932,3081,31.8,1235409,3081,-22.5,739792,3081,-40.1,541303,3081,-26.8,317032,3081,-41.4,274904,3081,-13.3,441891,1723,60.7,687868,1723,55.7,375067,1723,-45.5,109964,1723,-70.7,209778,1723,90.8,126034,1723,-39.9,108815,1723,-13.7,158558,665,45.7,260143,665,64.1,81546,665,-68.7,46020,665,-43.6,75864,665,64.9,47575,665,-37.3,37721,665,-20.7,57557,295,52.6,94501,295,64.2
The Photograph,2020,6287485,2516,0,3731360,2516,-40.7,2163020,2516,-42.0,1068160,2516,-50.6,829805,2516,-22.3,399940,2516,-51.8,364870,2516,-8.8,870375,2516,138.5,1213010,2516,39.4,702270,2516,-42.1,207110,2516,-70.5,370345,2516,78.8,189790,2516,-48.8,180215,2516,-5.0,297600,1449,65.1,480865,1449,61.6,274595,1449,-42.9,86190,1449,-68.6,143050,1449,66.0,79245,1449,-44.6,74750,1449,-5.7,93330,382,24.9,162270,382,73.9,87405,382,-46.1,30955,382,-64.6,47035,382,51.9,27090,382,-42.4,22185,382,-18.1,23760,198,7.1,39585,198,66.6
Underwater,2020,2497331,2791,0,2767282,2791,10.8,1743684,2791,-37.0,507330,2791,-70.9,790160,2791,55.7,487303,2791,-38.3,427617,2791,-12.2,987757,2791,131.0,1498130,2791,51.7,1245675,2791,-16.9,797602,2791,-36.0,450732,2791,-43.5,288711,2791,-35.9,221670,2791,-23.2,316456,1677,42.8,571137,1677,80.5,318853,1677,-44.2,100710,1677,-68.4,157881,1677,56.8,103442,1677,-34.5,79343,1677,-23.3,114385,601,44.2,197378,601,72.6,69085,601,-65.0,36376,601,-47.3,53558,601,47.2,34524,601,-35.5,25949,601,-24.8,31516,226,21.5,57671,226,83.0
The Turning,2020,2519605,2571,0,2910120,2571,15.5,1520320,2571,-47.8,394955,2571,-74.0,626175,2571,58.5,360490,2571,-42.4,323775,2571,-10.2,919795,2571,184.1,1580955,2571,71.9,510275,2571,-67.7,211595,2571,-58.5,338070,2571,59.8,208000,2571,-38.5,187200,2571,-10.0,398180,1848,112.7,731790,1848,83.8,363430,1848,-50.3,105905,1848,-70.9,142860,1848,34.9,94170,1848,-34.1,78900,1848,-16.2,224760,610,184.9,192025,610,-14.6,125555,610,-34.6,65255,610,-48.0,40090,610,-38.6,27570,610,-31.2,16415,610,-40.5,38240,315,133.0,60655,315,58.6
Gretel & Hansel,2020,2344557,3007,0,2775454,3007,18.4,1033996,3007,-62.7,451567,3007,-56.3,665271,3007,47.3,396121,3007,-40.5,357274,3007,-9.8,978864,3007,174.0,1647216,3007,68.3,954252,3007,-42.1,262672,3007,-72.5,360561,3007,37.3,231393,3007,-35.8,222719,3007,-3.7,594652,1645,167.0,529273,1645,-11.0,392985,1645,-25.8,217591,1645,-44.6,140777,1645,-35.3,100164,1645,-28.8,75211,1645,-24.9,93854,733,24.8,143510,733,52.9,80862,733,-43.7,33078,733,-59.1,41116,733,24.3,29309,733,-28.7,23196,733,-20.9,18777,207,-19.1,37054,207,97.3
The Way Back,2020,2617147,2718,0,3504426,2718,33.9,2048742,2718,-41.5,650325,2718,-68.3,1130072,2718,73.8,610020,2718,-46.0,460141,2718,-82.4,723142,2718,-79.4,1041667,2718,-7.8,591306,2718,-3.1,143907,2718,-68.7
Brahms: The Boy II,2020,2210191,2151,0,2334829,2151,5.6,1277986,2151,-45.3,307698,2151,-75.9,520008,2151,69.0,266214,2151,-48.8,230693,2151,-13.3,741945,2151,221.6,1232477,2151,66.1,648120,2151,-47.4,162061,2151,-75.0,275262,2151,69.9,168569,2151,-38.8,155801,2151,-7.6,344067,1355,120.8,585009,1355,70.0,310641,1355,-46.9,111663,1355,-64.1,162619,1355,45.6,110873,1355,-31.8,72077,1355,-35.0,105668,607,46.6,149855,607,41.8,85950,607,-42.6,30286,607,-64.8,9261,607,-69.4,1115,607,-88.0,598,607,-46.4
Impractical Jokers: The Movie,2020,950007,357,0,1011295,357,6.5,645747,357,-36.1,122672,357,-81.0,157599,357,28.5,103843,357,-34.1,85928,357,-17.3,1055000,1900,1127.8,1570000,1900,48.8,975000,1900,-37.9,225000,1769,-76.9,335000,1769,48.9,200000,1769,-40.3,190000,1769,-5.0,500000,1775,163.2,840000,1775,68.0,505000,1775,-39.9,140000,1775,-72.3,195000,1775,39.3,139000,1775,-28.7,100000,1775,-28.1,127000,880,27.0,189000,880,48.8,104000,880,-45.0
Emma.,2020,79626,5,0,92273,5,15.9,62583,5,-32.2,15479,5,-75.3,19490,5,25.9,17199,5,-11.8,14800,5,-13.9,349750,97,2263.2,480110,97,37.3,329800,97,-31.3,100940,97,-69.4,126610,97,25.4,108850,97,-14.0,94555,97,-13.1,1681860,1565,1678.7,1949850,1565,15.9,1174075,1565,-39.8,439960,1565,-62.5,710080,1565,61.4,448205,1565,-36.9,339880,1565,-24.2,445720,1732,31.1,550500,1732,23.5,298995,1732,-45.7,88605,1732,-70.4,32000,4,-63.9,2710,4,-91.5,850,4,-68.6
Downhill,2020,2098824,2301,0,1545286,2301,-26.4,977908,2301,-36.7,482863,2301,-50.6,411443,2301,-14.8,238224,2301,-42.1,217712,2301,-8.6,441812,2311,102.9,647789,2311,46.6,348618,2311,-46.2,118106,2311,-66.1,198334,2311,67.9,123699,2311,-37.6,103142,2311,-16.6,53847,677,-47.8,88494,677,64.3,55270,677,-37.5,22647,677,-59.0,35455,677,56.6,24515,677,-30.9,21318,677,-13.0,4698,69,-78.0,9706,69,106.6,4847,69,-50.1,2302,69,-52.5,3051,69,32.5,2269,69,-25.6,1759,69,-22.5,612,24,-65.2,1363,24,122.7
